pair_id,stratum,snag_a,snag_b,text_a,text_b,nn_similarity,label,labeller
102,chapter,80760,111410,DURING HEAVY MAINTENANCE: RETAIINING PLATE WAS FOUND WITH CORROSION ON LH PYLON SPIGOT (1EA); REF AEROMAN W.O. 2024 41/1 NR 55041 - REMOVED AND REPLACED SPIGOT ON LH PYLON (1EA) IAW A320 SRM A320 54-51-12-300-002. THIS REPAIR IS CATEGORY A. NO REQUIRED FURTHER INSPECTION.,"""DELAMINATED ACCESS PNL 481AL RAF-01 3316187-01 GENERATED-PERFORMED PERMANENT REPAIR ON RH PYLON ACCESS PANEL 481AL AS PER EC EA 5453-2419 AND EA#54-0082-24 REV 0.""",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
103,chapter,93537,75162,"FLIGHT 2273. SULFUR OR SEWAGE SMELL COMING THROUGH CABIN GASPERS. CONFIRMED NO LAV CART IN AREA OF EXTERNAL AIR INTAKES. REMOVED FROM SERVICE. SMELL COMING FROM OUTSIDE SOURCE AFTER SOURCE REMOVED, SMELL DEPARTED. COULD NOT DUPLICATE. RETURNED TO SERVICE. NO PARTS REPLACED.",AIRCRAFT REQUIRES A MAJOR REPAIR AIRWORTHINESS RELEASE IAW GPM 12-05 PER ERS EJ 57MR 1620 & ERS-EJ-53MR-5044. (MAJOR REPAIR). C/W MAJOR REPAIR AIRWORTHINESS RELEASE IAW GPM 12-05 PER ERS EJ 57MR 1620 & ERS-EJ-53MR-5044,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
104,chapter,94401,93982,RH WING SPS21.80 OUTBOARD HINGE FITTING GOUGE. RH WING SPS21.80 OUTBOARD HINGE FITTING GOUGE WAS REPAIRED PER REO 690-57-51-421 REV --.,LH INBD FLAP VANE ACTUATOR AT FLS102.9 FWD TRUNNION IS CORRODED CORRECTIVE ACTION: REPLACED LH INBD FLAP W.S. 102.9 FLAP VANE ACTUATOR PN: CC670-14300-9-01 IAW CRJ700 AMM 27-52-23-000/400-801 A01. CC670-14002-7,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
105,chapter,148313,106878,SHIP 3221 - DIV - TO PIT DUE BURNING ELECTRIC SMELL IN THE COCKPIT. NO VISIBLE SMOKE REPORTED. CORRECTIVE ACTION: FOUND MMR 2 TO BE THE SOURCE. REPLACED MMR 2 AND COMPLIED WITH NO-GO ODI PROCEDURES. (LP: 5981290),"FLT#1856, LAX-PVR. (AIRCRAFT PERFORMED AN AIR TURN BACK) 'LOST RADIO/TRANSMISSION CAPABILITY WITH STUCK PTT FAILURE AFTER T/O ( SIDE STICK RADIO SELECTOR (PTT) ); REMOVED AND REPLACED CAPT SIDE PTT IAW AMM 27-92-41, MX-4 UPDATED, PLACARD REMOVED.'",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
106,chapter,142515,738,"AIRCRAFT WAS GROUNDED: ANTI ICE FAULT, DECESION MADE TO RETURN TO PHX, NO EMERGENCY DECLARED AND AIRCRAFT LANDED UNDER WEIGHT WITHOU INCIDENT. MSINTENANCE REPLACED LEFT HAND WING ANTI-ICE CONTROL VALVE IAW AMM 30-11-51.",DIVERTED TO CVG DUE TO FAILURE OF RT WING ANTI-ICE. CORRECTIVE ACTION: DEFERRED WING ANTI-ICE PER MEL. LATER REPLACED THE RT WING ANTI-ICE CONTROL RELAY 5DL.,,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
107,chapter,113621,59098,"FLT 123, JFK-LAX. (ETOPS) ENG 1 IGN FAULT ( IGNITION SYSTEMS A) SYSTEM A ); REMOVED AND REPLACED ENG 1 IGN A IGNITER PLUG PER AMM 74-21-01. TEST OK NO FAULTS NOTED. THIS CLEARS MDDR 600069 PLACARD REMOVED MX-4 UPDATED. ENGINE: IAE, PW1133GAJM, SERIAL: P772351","FLT#2104, BOS-LGW. (ETOPS) ""ECAM MSG ENG 2 IGN B FAULT ( IGNITION SYSTEMS B) SYSTEM B ); PER TSM 74-00-00-810-832-A RESET AND TESTED ENG 2 IGN B. NO FAULTS. NO TRAX HISTORY. NO AVAITAR HISTORY. MX-4 UPDATED PLACARD REMOVED ER GROUND VERICATION TEST OK.",,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
108,chapter,133900,89890,"BACK OF AIRCRAFT AND AFT GALLEY HAD FECAL ODOR ON TAKEOFF. SMELL SUBSIDED AFTER CRUISE. INSPECTED AREA FOUND NO EVIDENCE OF SPILL, FLUSH LAVS D&E NO LEAKS NOTED. GALLEY AREA FOUND TO BE DRY.",AFT LAV CAPTAIN SIDE HAS ELECTRICAL SMELL AND VISIBLE SMOKE<[01] PERFORMED CONDITIONAL INSPECTION IAW AMM 05-51-56 AND IFIM 21-00-00-810-830 AND FOUND AFT LH LAV WATER HEATER SIGN/ EVIDENCE OF ELECTRICAL SMEELL. R&R AFT LT LAV WATER HEATER IAW AMM 38-13-01. OPS CHECK GOOD.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
109,chapter,120740,77211,"BROKEN TRAYS PAX SEATS, ROWS 10D, 12E, 14E, 15E, 16E, AND 18D RT SIDE. REPLACED THE TRAYS IAW CMM 25-21-45-3860, REV 6, PAGE 10088, FIGURE 4, ITEM 60, AND SOPM 20-50-01, REV 40.","(AIRCRAFT NOT GROUNDED) A/C RIGHT MID CABIN EMERGENCY ESCAPE SLIDE PACK DOOR POPPED OPEN. / REINSTALLED RIGHT MID CABIN ESCAPE SLIDE COVER IN REF TO BOEING 737 AMM 25-26-00-900-801.""",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
110,chapter,59958,56622,L3 EMERGENCY EXIT DOOR ASSIT BOTTLE REQUIRES SERVICE-SERVICE L3 EMER EXIT DOOR ASSIT BOTTLE IAW AMM 52-22-00 LEAK CHECK GOOD,AIRCRAFT WAS NOT GROUNDED: R3 EMERGENCY EXIT DOOR DAMPER AND EMERGENCY OPERATION CYLINDER NEEDS SERVICED. SERVICED DAMPER AND EMERGENCY OPERATION CYLINDER PER AMM 52-22-14.,,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
111,chapter,31982,36082,AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED ON APPROACH INTO LAX DUE TO THE FLIGHT CREW REPORTING A FLIGHT CONTROL FLAPS LOCKED MESSAGE WITH THE FLAPS JAMMED AT POSITION 1. AIRCRAFT LANDED AFELY AT LAX WITHOUT FURTHER INCIDENT. **SUPPLEMENTAL REPORT FOR AALA202407050883: MAINTENANCE REPLACED THE RIGHT WING TRAILING EDGE FLAP INTERCONNECTING STRUT AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 27-51-44** (CLOSED),AIRCRAFT IN BASE MAINTENANCE: RIGHT HAND FLAP INTERCONNECT STRUT HAS EVIDENCE OF CORROSION AND GOUGING ON AFT SIDE OF INNER CYLINDER ALONG WITH WITH EXCESSIVE PLAY DUE TO THE ATTACHMENT / SUPPORT BRACKET BEING WORN FOR THE INTERCONNECTING STRUT. REPLACED INTERCONNECTING STRUT (AALA202508065348) AND REPLACED THE SUPPORT BRACKET (AALA202508063158) PER SRM 51-42-11 AND 57-52-21-02-A.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
112,chapter,85972,137199,"FLIGHT 2015. DISPLAYS 2,3, AND 4 WENT DARK IN FLIGHT. CAME BACK AS EICAS ON ALL DISPLAYS. WAS ABLE TO REVERT DISPLAY 4 TO MFD. REMOVED FROM SERVICE. INTERROGATED CMC AND FOUND NO FAULT CODES. PERFORMED DISPLAYS OPS TEST REF E175 AMM 31-61-00-710-801-A AND MANUAL DISPLAYS REVERSION OPS TEST REF E175 AMM 31-61-02-710-801-A. BOTH OPS TEST PASSED. NO FURTHER DEFECTS NOTED. AIRCRAFT REMAINS CAT III. RETURNED TO SERVICE. NO PARTS REPLACED.","ENG 2 CONTROL FAULT CAUTION APPEARED ON ARRIVAL INTO SEA. RAN QRH PROCEDURE WHICH LED TO SHUTTING DOWN THE ENGINE IN FLIGHT. (FLIGHT 3938 FILED CLOSED)RECENT HISTORY TODAY NOTED IN SMF FOR ENG 2 NO DISPATCH WHERE ONCALL MX REPOWERED FADEC PER GE LMM AND CLEARED THE ISSUE WHICH RETURNED WHEN ALMOST LANDED AT SEA. CHECKED CMC AND NOTED ENG 2 CONTROL FAULT POPULATED DUE TO RECURRENCE OF ENG 2 NO DISPATCH WITH FAULT CODES 73216020E2A AND E2B, ALSO ENG 2 SHORT DISPATCH WITH FAULT CODES 73217214E2A AND E2B. TROUBLESHOOTING PER GE LMM FAULT ISOLATION 004 72-00-00-810-038 AND GE LMM FAULT ISOLATION 005 72-00-00-810-122. DETERMINED ENG 2 FADEC TO BE AT FAULT AND REPLACED PER EMB 175 AMM 73-21-01 AND OPS CHECKS PER GE LMM TESTING 002 72-00-00-760-009 TABLE 1307 AND FIGURE 1313 SHEET 1. ENGINE RUNS CHECK GOOD. PLEASE REFERENCE AML 1360048",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
113,chapter,61736,106834,"DURING THE MAINTENANCE INSPECTION, PYLON #2, LOWER LINK FITTING, INBOARD & OUTBOARD LUG, INBOARD FACE WITH CORROSION THE DAMAGE WAS CORRECTED IN ACCORDANCE WITH THE REPAIR INSTRUCTIONS OUTLINED IN ETD2025-190-900325 AND THE COOPESA ENGINEERING ORDER COO-EO-2025-21594-R00","DURING HEAVY MAINTENANCE: CRACK AT INBD SPAR AFTER FITTING OF LH PYLON; REF: TOMX W/O 2527 NR-00282 REPLACED PER EMB190 SRM-51-43-03, SRM 51-43-04, ETI-190-24-074 REV. 1 ETD2024-190-007640 REV A& EC E24-384-01.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
114,chapter,139299,36857,"SHIP 3812 -IFSD- ON APPROACH AT FL100 CREW RECEIVED A RIGHT ENGINE OIL FILTER BYPASS INDICATION. QRH WAS PERFORMED AND ENGINE WAS SHUT DOWN BY CREW AT FL050. EMERGENCY DECLARED AND A/C HAS LANDED SAFELY. CORRECTIVE ACTION: MAINTENANCE IN PROGRESS. FOUND LARGE AMOUNTS OF METAL DEBRIS ON AGB/TGB MCD. REPLACED ACCESSORY AND TRANSFER GEARBOXES PER B737 AMM 72-62 AND 72-63. INSTALLED SERVICEABLE EEC ALTERNATOR AND ROTOR PER 737 AMM 73-21. ENGINE RUN, LEAK CHECK AND EEC BITE CHECK GOOD. REF AMM 71-00.","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: DURING CLIMBING THRU FL220 ENGINE NUMBER 1 OIL INDICATED 3Q, OIL PRESSURE INDICATION WAS ABNORMAL AND FLUCTUATING. SHUT DOWN ENGINE NUMBER 1, OIL QUANTITY THAN DROPPED TO ZERO. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT CLT. FOUND SUMP SCAVENGE FOR ENGINE NUMBER 1 SCREEN IN THE COWL. ACCOMPLISHED T/S IAW FIM 79-05-00-810-803-F00 AND AMM 71-00-00-800-804-F00. OIL PRESSURE IS WITHIN LIMITS OF ZONE B. REMOVED AND REPLACED LUBRICATION UNIT FOR ENGINE1. PER AMM 79-21-01. IDLE RUN AND LEAK CHECK GOOD. NO LEAKS NOTED.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
115,chapter,78595,60697,"DURING CRUISE CREW REPORTED R BLEED DUCT WARNING WITH CABIN DEPRESSURIZATION. FOLLOWING QRH PROCEDURES THE DESCENDED AND DECLARED EMERGENCY. PASSENGER OXYGEN MASKS WERE DEPLOYED WITH A FEW NOT DEPLOYED, ROWS 7 C7D AND 16 A&B. INSPECTED SEAT 7 C/D AND 16 A/B OXYGEN MASKS WITH NO DEFECTS NOTED. RESTOWED IAW AMM 35-21-03. PERFORMED OPERATIONAL CHECK IAW AMM 35-20-00. OPERATIONAL CHECK GOOD.","OXYGEN LO PRESS CAUTION MESSAGE IN CRUISE. PRESSURE WENT AS LOW AS 600PSI. PRESSURE WENT BACK TO NORMAL AFTER LANDING. MEL 35-12-1ACAT C, SMOD RTS APPROVAL REQUIRED DUE TO ODI EVENT. OXYGEN LO PRESS CAUTION MESSAGE IN CRUISE. PRESSURE WENT AS LOW AS 600PSI. PRESSURE WENT BACK TO NORMAL AFTER LANDING. (FLIGHT 4032 - FILED CLOSED) VERIFIED CREW O2 PRESSURE ON GROUND SERVIED PANEL, DEFERRED FLIGHT CREW O2 PRESS INDICTION EICAS READOUT IAW MEL 35-12-1A MX ACTION C/W PLACARD INSTALLED HISTORY NOTED",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
116,chapter,93537,75162,"FLIGHT 2273. SULFUR OR SEWAGE SMELL COMING THROUGH CABIN GASPERS. CONFIRMED NO LAV CART IN AREA OF EXTERNAL AIR INTAKES. REMOVED FROM SERVICE. SMELL COMING FROM OUTSIDE SOURCE AFTER SOURCE REMOVED, SMELL DEPARTED. COULD NOT DUPLICATE. RETURNED TO SERVICE. NO PARTS REPLACED.",AIRCRAFT REQUIRES A MAJOR REPAIR AIRWORTHINESS RELEASE IAW GPM 12-05 PER ERS EJ 57MR 1620 & ERS-EJ-53MR-5044. (MAJOR REPAIR). C/W MAJOR REPAIR AIRWORTHINESS RELEASE IAW GPM 12-05 PER ERS EJ 57MR 1620 & ERS-EJ-53MR-5044,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
117,chapter,138385,87572,"FLT# 1799 0RF-FLL ""ODOR EVENT AT AROUND 10,000FT. CREW REPORT SMELL OF DIRTY SOCK AFTER LANDING, SMELL WAS ALL THROUGH THE CABIN.; C/W INFO NOTICE .2017-T015 L. DETERMINED APU IS AT FAULT AND WAS PLACED ON MEL. PERFORMED LEVEL ""A"" DECONTAMINATION REF AMM 21-00-00-615-802-A. RELACED RECIR FAN FILTERS AS PRECAUTIONARY REF AMM 21-21-41. ODOR NO LONGER PRESENT. A/C OK FOR SVC.""","FLT#613, HPN-FLL. 'CABIN ODOR EVENT DURING CLIMBOUT. SMELLED LIKE DIRTY SOCKS; FOUND APU LEAKS OIL DEFERRAL APU ACCOMPLISHED LEVEL A DECONTAMINATION OF THE ECS REF AMM 21-00-00-615-802 NO SMELLS AT THIS TIME.'",,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
118,chapter,64857,75896,"DURING HEAVY MAINTENANCE: WEAR ON FLANGE FLAP TRACK #3 LOCATED ON LOWER INBOARD SIDE ON LH WING; REFERENCE AEROMAN W.O. 2024 131/1 NR 336716 - PERFORMED REWORK ON WEAR AREA AND EVALUATED DAMAGE LOC AT FLAP TRACK BEAM 3 ON LH WING AND FOUND WITHIN LIMITS IAW A320 SRM 57-51-33-283-002, FIGURE 001, SHEET 1, THIS REPAIR IS CATEGORY A AND REPETITIVE INSPECTION IS NOT REQUIRED. WOTK ACC # 8659418 RII AE244QC.","PDA 2 LEFTWING LEADING EDGE PANEL MISSING. ON ARRIVAL FROM SJD, TECH FOUND PANEL 522WB (L/H WING) MISSING WHEN PERFORMING EXTERIOR GVI INSTALLED NEW COVER ASSY ON BLOWOFF PANEL REF IPC 57-41-37.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
119,chapter,145926,115856,#1 ENG I/B FAN COWL SHIELD; LOCATED ON FAN COWL INNER SURFACE JUST AFT OF THE OIL SERVICE DOOR OPENING; HAS A 1.3 CRACK ON THE UPPER O/B CORNER.<[01] REPAIRED PER EA 24-154-01593. STOP DRILLED CRACK AND APPLIED SPEED TAPE.,#2 ENGINE AFT STRUT AFT FAIRING SUPPORT ASSY CRACKED AT FASTENER. CRACK MEASURES APPROX. 1.25'<[01] STOP DRILLED PER EA M-23-154-01884.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
120,chapter,85972,137199,"FLIGHT 2015. DISPLAYS 2,3, AND 4 WENT DARK IN FLIGHT. CAME BACK AS EICAS ON ALL DISPLAYS. WAS ABLE TO REVERT DISPLAY 4 TO MFD. REMOVED FROM SERVICE. INTERROGATED CMC AND FOUND NO FAULT CODES. PERFORMED DISPLAYS OPS TEST REF E175 AMM 31-61-00-710-801-A AND MANUAL DISPLAYS REVERSION OPS TEST REF E175 AMM 31-61-02-710-801-A. BOTH OPS TEST PASSED. NO FURTHER DEFECTS NOTED. AIRCRAFT REMAINS CAT III. RETURNED TO SERVICE. NO PARTS REPLACED.","ENG 2 CONTROL FAULT CAUTION APPEARED ON ARRIVAL INTO SEA. RAN QRH PROCEDURE WHICH LED TO SHUTTING DOWN THE ENGINE IN FLIGHT. (FLIGHT 3938 FILED CLOSED)RECENT HISTORY TODAY NOTED IN SMF FOR ENG 2 NO DISPATCH WHERE ONCALL MX REPOWERED FADEC PER GE LMM AND CLEARED THE ISSUE WHICH RETURNED WHEN ALMOST LANDED AT SEA. CHECKED CMC AND NOTED ENG 2 CONTROL FAULT POPULATED DUE TO RECURRENCE OF ENG 2 NO DISPATCH WITH FAULT CODES 73216020E2A AND E2B, ALSO ENG 2 SHORT DISPATCH WITH FAULT CODES 73217214E2A AND E2B. TROUBLESHOOTING PER GE LMM FAULT ISOLATION 004 72-00-00-810-038 AND GE LMM FAULT ISOLATION 005 72-00-00-810-122. DETERMINED ENG 2 FADEC TO BE AT FAULT AND REPLACED PER EMB 175 AMM 73-21-01 AND OPS CHECKS PER GE LMM TESTING 002 72-00-00-760-009 TABLE 1307 AND FIGURE 1313 SHEET 1. ENGINE RUNS CHECK GOOD. PLEASE REFERENCE AML 1360048",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
121,chapter,121781,40781,"ALL PAX O2 MASKS DEPLOYED BY ACCIDENT ON INITIAL PREFLIGHT PAX OXYGEN MASKS DID NOT DEPLOY AT: 7ABC, 8ABC, 10ABC, 10DEF, 26 ABC, 30ABC, 30DEF, DOOR R2 ASU & LAV D LSU.",ROW 24ABC FOUND PASSENGER OXYGEN GENERATOR PINNED INOPERABLE IN PSU PANEL. REMOVED SHIPPING PIN FROM OXYGEN GENERATOR IAW AMM 35-22-11-400-804-001 AND 35-22-11-400-811-001. ITEM OK FOR SERVICE. VERIFIED SHIPPING PIN REMOVAL FROM OXYGEN GENERATOR IAW AMM 35-22-11-400-804-001 AND 35-22-11-400-811-001. ITEM OK FOR SERVICE.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
122,chapter,106812,24344,DURING HEAVY MAINTENANCE: WEAR ON LH/RH WING LEADING EDGE SKIN PANELS BTW RIB 10/ RIB 11; REF: TOMX W/O 2527 N/R 00244 PARTS RACK- PARTS REPLACED PER EMB190 AIPC 57-49-02.,"DURING THE MAINTENANCE INSPECTION IT WAS FOUND ON RH WING TRAILING EDGE FIXED TE RIB #5, AT THE HIDRAULIC SYSTEMS HOLES BORE WITH SMALL NICKS. DUE TO NO APPROVED DATA WAS FOUND TO EVALUATE IT, DETAILS WERE SENT TO EMBRAER REQUESTING PERMANENT REPAIR INSTRUCTIONS. THE DISCREPANCIE WAS REPAIRED IAW EMBRAER ETD2024-190-032082 DTD DEC 05 2024 AND COOPESA ENGINEERING ORDER COO-EO-2024-21403-R00 DTD DEC 05 2024. THIS IS A MINOR REPAIR.",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
123,chapter,65433,47764,SUSPECTED FUME EVENT @ 14000 FEET; IDLE DESCENT. COULD NOT ISOLATE.-PERFORMED TSM 05-50-00-810-831-A FOUND ENG #1 AND #2 OVER SVC. DE-SVC ENG #1 AND #2 IAW 79-00-00AMM. REF LOG PAGE 3419860-2 PERFORMED ENGINE RUN NO ODOR NOTED. IAW AMM 71-00-00. A/C OK FOR CONT SVC,"FLT#547, ISP-MCO. AN EMERGENCY WAS DECLARED AND THE AIRCRAFT DIVERTED TO JFK, AFTER T.O. ENG #2 FAIL. OPEN",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
124,chapter,42824,133919,AFT CABIN MEGAPHONE NOT TESTING GOOD-R/R AFT CABIN MEGAPHONE IAW A320 EMER EQUIP DRAWING,"SHIP 3221 DISC: AFTER PUSHBCK FLT ATTENDANT REPORTED AN ELECTRICAL SMELL IN THE AFT GALLEY, ALSO REPORTED THAT THE FLOOR FELT UNUSUALLY WARM IN FRONT OF THE AFT JUMPSEATS. C/A: /S PER A320 W/C 0550-2002 DECISION TREE. FLT ATT REPORTS ELEC SMELL BY COFFEE MAKERS. CHECKED UNDER CEILING PANELS, LAV CABINETS AND LIGHTS. NTF. REMOVED OUTBD COFFEE MAKER AND FOUND RING TERMINAL UNSECURED. R/R OUTBD COFFEE MAKER PER A320 AMM 25 -35. OPS CK GOOD. FOUND APU BLEED DUCT UNDER AFT GALLEY FLOOR CRACKED AND LEAKING CAUSING FLOOR TO BE WARM. REF LOG 741389 FOR APU DUCT MEL. NO OTHER DISCRIPANCIES NOTED. A/C OK FOR SVC. (LP: 7413188)",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
125,chapter,121897,112270,"FLT#1621, LHR-BOS. (ETOPS) 'CIDS 2 MAINTENANCE MESSAGE; ITEM ALREADY DEFERRED, REF LOG PAGE 4170932, ITEM 1 (REMOVED AND REPLACED GPWC IAW AMM 34-48-34. OPS CHECK GOOD. LATEST SOFTWARE (642) INSTALLED).'","FLT#1621, LHR-BOS. 'NAV ATC/XPDR 2 FAULT ON CLIMBOUT; PERFORMED OPS CHECK OF THE ATC 2 IAW 34-52-00 OPS CHECKS GOOD.'",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
126,chapter,104117,146540,"FWD SERVICE DOOR, SLIDE ACTIVATION CABLE STARTING TO SEPERATE AT UPPER ATTACH POINT. REMOVED AND REPLACED FORWARD SERVICE DOOR EMERGENCY EVAC SLIDE MECHANISM INSTALLED IAW AMM 175 52-41-40-400-801-A. OPS CHECKED GOOD.",PHOTOLUMINESCENT STRIP DETACHED FROM FLOORING IN FIRST CLASS/GALLEY AREA. RESECURED PHOTOLUMINESCENT STRIP.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
127,chapter,57202,128661,"SHIP 3852 -FIRE- DURING TAXI IN RAMP REPORTED A SMALL FIRE FROM THE LEFT ENGINE TAILPIPE. FIRE EXTINGUISHED WITHOUT THE USE OF EXTINGUISHING AGENTS. CORRECTIVE ACTION: MAINTENANCE FOUND NO EVIDENCE OF FIRE. PERFORMED BSI OF #1 ENGINE AND TAIL PIPE FIRE INSPECTION PER 737 AMM 71-00. LEAK CHECKS OK, AIRCRAFT RETURNED TO SERVICE.",GROUND CREW REPORTED A TAILPIPE FIRE ON THE NR 1 ENGINE AFTER SHUTDOWN. NO INDICATIONS IN THE FLIGHT DECK OR CABIN. PERFORMED TAILPIPE FIRE INSPECTION IAW EA M-23-172-03308-ETOPS.,,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
128,chapter,112668,137163,"DURING HEAVY MAINTENANCE: RH WING, UPPER SURFACE RIB 18-RIB 19, STGR 14 WITH CORROSION POINTS; REF. MEX WO:1318489,1327754,1328846 N/R S/N: 00337. CORR. POINTS AT RHW TOP SKIN UPPER SURF. BETWEEN RIB 18/ RIB 19 STGR 14 WAS REMOVED. REF MEX EO TRE-2057203, JETBLUE EC A24-1207-01.","(AIRCRAFT NOT GROUNDED) (DISCREPANCY DISCOVERED DURING AIRCRAFT HEAVY MX VISIT) NRC 5000-0035: LH WING TRAILING EDGE OVERHANG, CORROSION FOUND AT UPPER SKIN LOWER SURFACE BETWEEN INBD OF RIB 14 AND RIB 16. / LH WING TOP SKIN PANEL #2 LOWER SURFACE TEOH AREA BTW INBD OF RIB 14 AND RIB 16 PERMANENTLY REPAIRED PER AIRBUS DOSSIER #81414982, TD 81414982/007/2024 #A, REPAIR INSTRUCTIONS R572-58979 ISSUE E, R572-58616 ISSUE M AND ALLEGIANT ERO #R5721-**** REV.**. REPAIR MAJOR CATEGORY B PER AIRBUS RDAF #81414982/004/2024 #A, INSPECTION REQUIREMENTS:THRESHOLD FROM REPAIR EMBODIMENT: 11000FC/19000FH, INTERVAL: 11000FC/19000FH, METHOD: DET. REFER TO AIRBUS DOSSIER #81414982 FOR MORE DETAILS (ADMINISTRATIVE DOSSIER. SEE AWS FOR DETAILS. AFTER COMPLETION OF THIS WORK M205, M36 AND M313 FORMS HAVE BEEN SEND TO CUSTOMER ON 06/24/2024. SEE NRC 4002604-6000-0026/5000-0024/7000-0004 FOR ZERO STRESS JACKING AND ACCESS. R5721-0168, REV. 00, N289NV - AAR - LH WING RIB 14 TO RIB 17 TOP SKIN PANEL #2 LWR SURFACE TEOH - CORROSION, ACCOMPLISHED.""",,1,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
129,chapter,49326,53299,CRACK BRACKET TRAILING EDGE LOCATED AT LEVEL IRSS140 AT RT WING 2024-78556<[01] REPLACED BRACKET TRAILING EDGE LOCATED AT LEVEL IRSS140 AT RT WING IAW B737-700 SRM 51-10-02 ITEM 9; SRM 51-40-02 AND DWG 115A2000 SHEET 22 REV A.;[02] REPLACED BRACKET TRAILING EDGE LOCATED AT LEVEL IRSS140 AT RT WING IAW B737-700 SRM 51-10-02 ITEM 9; SRM 51-40-02 AND DWG 115A2000 SHEET 22 REV A.,CORROSION ON RAIL NUT-PLATE LOCATED TRAILING EDGE INTERNAL CAVITY UPPER POSITION ORSS 375 AT RT WING. REPLACED RAIL NUT-PLATE LOCATED TRAILING EDGE INTERNAL CAVITY UPPER POSITION ORSS 375 AT RT WING IAW SRM 51-40-0 AND DWG 115A3513 SHEET 5 REV. -.,,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
130,chapter,112270,136825,"FLT#1621, LHR-BOS. 'NAV ATC/XPDR 2 FAULT ON CLIMBOUT; PERFORMED OPS CHECK OF THE ATC 2 IAW 34-52-00 OPS CHECKS GOOD.'","FLT#1124, LAX-JFK. 'AT CRUISE ALT RA 2 FAULT ON ECAM; PERFORMED RA 2 TEST SYSTEM IAW AMM 34-42-00-730-050-C. TEST OK. NO DEFECTS NOTED.'",,0,"Claude Fable 5.1 (hand-labelled by reading each pair, 2026-09-09); rubric in docs/EVALUATION.md"
